OBJECTID	POINT_X	POINT_Y
510	-523.78	1037.21
510	-526.8	1036.91
510	-526.68	1035.68
510	-539.78	1034.48
510	-539.89	1035.65
510	-542.91	1035.36
510	-542.8	1034.19
510	-546.22	1033.87
510	-546.33	1035.03
510	-549.5	1034.72
510	-549.39	1033.58
510	-556.06	1032.89
510	-556.18	1034.06
510	-559.19	1033.77
510	-559.08	1032.58
510	-562.29	1032.27
510	-562.41	1033.48
510	-566.23	1033.11
510	-566.11	1031.86
510	-572.57	1031.32
510	-572.68	1032.49
510	-575.71	1032.2
510	-575.6	1031.05
510	-578.85	1030.72
510	-578.97	1031.88
510	-582.22	1031.57
510	-582.12	1030.46
510	-588.7	1029.81
510	-588.81	1030.94
510	-591.84	1030.64
510	-591.8	1029.52
510	-595.15	1029.21
510	-595.26	1030.31
510	-598.94	1030.04
510	-599.7	1040.28
511	-507.16	1049.05
511	-425.49	1056.79
511	-424.49	1046.63
511	-427.92	1046.3
511	-427.8	1045.07
511	-431.11	1044.7
511	-431.24	1045.99
511	-434.26	1045.69
511	-434.14	1044.46
511	-447.24	1043.26
511	-447.35	1044.42
511	-450.37	1044.13
511	-450.26	1042.96
511	-453.67	1042.65
511	-453.78	1043.8
511	-456.96	1043.5
511	-456.85	1042.35
511	-463.52	1041.67
511	-463.63	1042.83
511	-466.65	1042.56
511	-466.53	1041.35
511	-469.75	1041.04
511	-469.87	1042.25
511	-473.69	1041.88
511	-473.57	1040.63
511	-480.03	1040.1
511	-480.14	1041.26
511	-483.17	1040.97
511	-483.05	1039.74
511	-486.31	1039.49
511	-486.42	1040.66
511	-489.68	1040.34
511	-489.57	1039.23
511	-496.15	1038.59
511	-496.26	1039.71
511	-499.29	1039.42
511	-499.17	1038.19
511	-502.61	1037.99
511	-502.69	1039.09
511	-506.4	1038.81
511	-507.16	1049.05
512	-595.98	1003.15
512	-592.32	1003.49
512	-592.44	1004.7
512	-589.97	1004.92
512	-589.84	1003.72
512	-569.1	1005.67
512	-569.22	1006.88
512	-566.74	1007.09
512	-566.63	1005.9
512	-563.13	1006.24
512	-562.17	996.05
512	-569.05	995.4
512	-568.94	994.25
512	-571.85	994
512	-571.96	995.13
512	-581.74	994.21
512	-581.63	993.05
512	-585.01	992.75
512	-585.12	993.89
512	-588.11	993.61
512	-588	992.48
512	-591.38	992.17
512	-591.48	993.29
512	-595.02	992.95
512	-595.98	1003.15
513	-553.25	1007.14
513	-551.29	1007.33
513	-551.41	1008.65
513	-548.04	1008.93
513	-547.92	1007.65
513	-544.44	1007.97
513	-544.55	1009.21
513	-542.16	1009.41
513	-542.05	1008.2
513	-537.21	1008.61
513	-537.33	1009.81
513	-534.36	1010.12
513	-534.25	1008.93
513	-531.79	1009.16
513	-531.91	1010.35
513	-529.02	1010.63
513	-528.91	1009.44
513	-524.09	1009.89
513	-524.2	1011.07
513	-521.26	1011.36
513	-521.15	1010.18
513	-518.7	1010.4
513	-518.8	1011.55
513	-515.92	1011.81
513	-515.81	1010.67
513	-513.31	1010.91
513	-513.49	1012.81
513	-504.58	1013.63
513	-503.38	1000.86
513	-515.74	999.6
513	-515.64	998.51
513	-522.34	997.94
513	-522.44	998.99
513	-528.91	998.4
513	-528.81	997.31
513	-535.45	996.69
513	-535.55	997.79
513	-542.05	997.2
513	-541.95	996.14
513	-548.61	995.48
513	-548.71	996.59
513	-552.23	996.27
513	-553.25	1007.14
514	-483.39	1005.54
514	-472.13	1006.63
514	-472.81	1014.63
514	-469.37	1014.95
514	-469.48	1016.13
514	-466.98	1016.34
514	-466.87	1015.18
514	-446.09	1017.1
514	-446.2	1018.3
514	-443.65	1018.53
514	-443.54	1017.34
514	-440.03	1017.66
514	-439.04	1007.44
514	-442.53	1007.12
514	-442.42	1005.97
514	-445.69	1005.67
514	-445.8	1006.81
514	-448.77	1006.54
514	-448.67	1005.39
514	-459.02	1004.44
514	-459.13	1005.6
514	-462.11	1005.31
514	-462.01	1004.16
514	-464.86	1003.9
514	-464.97	1005.02
514	-471.88	1004.44
514	-471.39	1000.06
514	-470.35	1000.17
514	-470.11	997.18
514	-471.15	997.07
514	-470.95	995.95
514	-469.91	996.05
514	-469.64	993.58
514	-470.85	993.48
514	-470.55	990
514	-480.85	988.93
514	-481.2	992.5
514	-482.23	992.4
514	-482.54	995.76
514	-481.52	995.86
514	-481.8	998.78
514	-482.84	998.68
514	-483.39	1005.54
515	-427.71	1019.19
515	-422.31	1019.72
515	-422.17	1018.42
515	-420.34	1018.63
515	-420.49	1019.88
515	-417.13	1020.18
515	-417.02	1018.89
515	-415.09	1019.08
515	-415.21	1020.36
515	-409.77	1020.82
515	-408.97	1012.13
515	-412.62	1011.82
515	-412.66	1012.28
515	-413.74	1012.19
515	-413.43	1008.72
515	-411.07	1008.94
515	-410.53	1002.57
515	-423.59	1001.37
515	-424.24	1007.8
515	-421.87	1007.99
515	-422.22	1012.34
515	-423.51	1012.24
515	-423.37	1010.79
515	-426.9	1010.47
515	-427.71	1019.19
516	-511.82	985.28
516	-501.66	986.19
516	-501.64	985.97
516	-500.46	986.08
516	-499.81	979.47
516	-501.05	979.36
516	-500.78	976.41
516	-499.54	976.52
516	-499.2	973.16
516	-500.48	973.05
516	-500.16	969.52
516	-510.28	968.59
516	-509.7	962.29
516	-513.23	961.97
516	-513.11	960.75
516	-516.45	960.45
516	-516.56	961.66
516	-519.54	961.38
516	-519.43	960.16
516	-538.84	958.29
516	-538.96	959.59
516	-542.22	959.28
516	-542.1	958.07
516	-548.72	957.47
516	-548.83	958.67
516	-551.74	958.4
516	-551.63	957.18
516	-554.91	956.86
516	-555.02	958.1
516	-558.92	957.74
516	-558.81	956.57
516	-565.35	955.9
516	-565.47	957.13
516	-568.46	956.86
516	-568.35	955.64
516	-574.92	955.04
516	-575.03	956.25
516	-584.61	955.36
516	-584.5	954.18
516	-591.37	953.41
516	-592.43	964.83
516	-510.63	972.4
516	-511.82	985.28
517	-476.05	967.14
517	-464.71	968.29
517	-465.56	976.99
517	-463.48	977.2
517	-463.59	978.39
517	-461.22	978.62
517	-461.11	977.43
517	-457.61	977.77
517	-457.73	978.96
517	-455.36	979.19
517	-455.24	978
517	-450.37	978.48
517	-450.49	979.67
517	-448.12	979.9
517	-448	978.71
517	-444.51	979.06
517	-444.62	980.25
517	-442.26	980.48
517	-442.14	979.29
517	-435.99	979.89
517	-436.11	981.08
517	-433.74	981.31
517	-433.63	980.12
517	-430.13	980.47
517	-430.25	981.65
517	-427.88	981.89
517	-427.76	980.7
517	-425.56	980.91
517	-424.51	970.07
517	-428	969.73
517	-427.88	968.49
517	-434.67	967.88
517	-434.79	969.06
517	-441.04	968.45
517	-440.92	967.23
517	-447.72	966.62
517	-447.83	967.78
517	-454.26	967.15
517	-454.15	965.97
517	-460.94	965.36
517	-461.04	966.39
517	-464.53	966.05
517	-464.08	961.66
517	-463.05	961.76
517	-462.76	958.79
517	-463.8	958.68
517	-463.68	957.54
517	-462.56	957.66
517	-462.3	955.18
517	-463.5	955.08
517	-463.12	951.6
517	-473.25	950.65
517	-473.69	954.09
517	-474.8	954.01
517	-475.2	957.37
517	-474.09	957.5
517	-474.38	960.39
517	-475.5	960.29
517	-476.05	967.14
518	-406.74	986.38
518	-401.34	986.91
518	-401.21	985.62
518	-399.38	985.79
518	-399.49	987.05
518	-396.16	987.39
518	-396.04	986.1
518	-394.12	986.28
518	-394.24	987.56
518	-388.8	988.01
518	-388	979.32
518	-391.65	979.01
518	-391.69	979.47
518	-392.76	979.38
518	-392.46	975.91
518	-390.1	976.13
518	-389.55	969.76
518	-402.65	968.49
518	-403.26	974.95
518	-400.87	975.14
518	-401.22	979.5
518	-402.51	979.39
518	-402.37	977.95
518	-405.9	977.62
518	-406.74	986.38
519	-588.87	927.18
519	-585.26	927.54
519	-585.39	928.85
519	-582.92	929.03
519	-582.8	927.76
519	-569.13	929.03
519	-569.24	930.27
519	-566.78	930.51
519	-566.66	929.26
519	-552.51	930.56
519	-552.62	931.75
519	-550.17	932.03
519	-550.05	930.79
519	-536.39	932.06
519	-536.4	933.17
519	-533.99	933.55
519	-533.88	932.29
519	-513.13	934.21
519	-513.25	935.51
519	-510.73	935.74
519	-510.61	934.44
519	-507.09	934.77
519	-508.34	947.61
519	-496.96	948.61
519	-496.3	942
519	-497.51	941.88
519	-497.22	938.8
519	-495.99	938.89
519	-495.71	935.56
519	-496.9	935.37
519	-496.61	931.89
519	-506.78	930.92
519	-506.2	924.66
519	-509.68	924.34
519	-509.56	923.12
519	-512.94	922.8
519	-513.01	924.03
519	-515.99	923.75
519	-515.88	922.53
519	-535.29	920.66
519	-535.41	921.96
519	-538.67	921.65
519	-538.55	920.44
519	-545.17	919.84
519	-545.28	921.04
519	-548.19	920.77
519	-548.08	919.55
519	-551.36	919.23
519	-551.47	920.47
519	-555.37	920.11
519	-555.26	918.94
519	-561.8	918.27
519	-561.92	919.5
519	-564.91	919.23
519	-564.8	918.01
519	-571.37	917.41
519	-571.48	918.62
519	-581.06	917.73
519	-580.95	916.55
519	-584.23	916.25
519	-584.34	917.43
519	-587.98	917.03
519	-588.87	927.18
520	-465.78	930.5
520	-454.42	931.61
520	-455.19	939.55
520	-406.28	944.15
520	-405.28	933.94
520	-408.86	933.6
520	-408.75	932.42
520	-412.07	932.12
520	-412.18	933.29
520	-415.1	933.02
520	-414.99	931.85
520	-428.21	930.65
520	-428.32	931.77
520	-431.22	931.5
520	-431.11	930.43
520	-434.47	930.07
520	-434.58	931.19
520	-437.73	930.89
520	-437.62	929.74
520	-444.27	929.09
520	-444.38	930.26
520	-447.37	929.98
520	-447.26	928.88
520	-450.55	928.52
520	-450.66	929.67
520	-454.19	929.34
520	-453.83	925.05
520	-452.81	925.15
520	-452.38	922.21
520	-453.56	922.07
520	-453.44	920.94
520	-452.32	921.05
520	-452.05	918.57
520	-453.26	918.48
520	-452.87	915
520	-463	914.05
520	-463.34	917.52
520	-464.55	917.4
520	-464.89	920.7
520	-463.67	920.82
520	-463.95	923.77
520	-465.18	923.65
520	-465.78	930.5
521	-385.73	953.58
521	-380.33	954.11
521	-380.19	952.82
521	-378.36	952.99
521	-378.48	954.25
521	-375.14	954.59
521	-375.03	953.3
521	-373.11	953.48
521	-373.23	954.76
521	-367.79	955.22
521	-366.98	946.5
521	-370.63	946.22
521	-370.68	946.68
521	-371.74	946.59
521	-371.45	943.12
521	-369.08	943.34
521	-368.54	936.97
521	-381.63	935.66
521	-382.24	942.15
521	-379.88	942.34
521	-380.25	946.65
521	-381.54	946.55
521	-381.4	945.11
521	-384.93	944.78
521	-385.73	953.58
522	-585.23	888.44
522	-543.5	892.32
522	-542.52	881.6
522	-542.59	880.27
522	-545.58	879.99
522	-545.52	879.39
522	-546.12	879.34
522	-546.01	878.15
522	-552.58	877.54
522	-552.7	878.73
522	-553.3	878.68
522	-553.36	879.28
522	-559.36	878.72
522	-559.3	878.12
522	-559.9	878.07
522	-559.8	876.87
522	-566.37	876.27
522	-566.48	877.46
522	-567.08	877.41
522	-567.14	878
522	-573.14	877.45
522	-573.08	876.85
522	-573.69	876.79
522	-573.58	875.6
522	-580.14	875
522	-580.26	876.19
522	-580.86	876.13
522	-580.93	876.75
522	-583.93	876.47
522	-585.23	888.44
523	-493.14	910.9
523	-481.22	911.95
523	-480.85	908.46
523	-482.07	908.35
523	-481.77	905.07
523	-480.59	905.18
523	-479.96	898.57
523	-481.17	898.46
523	-480.85	894.91
523	-486.14	894.39
523	-486.03	893.2
523	-489.31	892.88
523	-489.43	894.07
523	-491.58	893.86
523	-490.74	885.25
523	-493.96	884.95
523	-493.9	884.16
523	-494.5	884.11
523	-494.39	882.91
523	-500.95	882.31
523	-501.07	883.5
523	-501.68	883.45
523	-501.73	884.04
523	-507.74	883.49
523	-507.68	882.89
523	-508.27	882.83
523	-508.17	881.64
523	-514.73	881.04
523	-514.85	882.23
523	-515.46	882.17
523	-515.51	882.77
523	-521.52	882.21
523	-521.46	881.62
523	-522.06	881.56
523	-521.95	880.37
523	-528.52	879.77
523	-528.63	880.96
523	-529.24	880.9
523	-529.3	881.52
523	-532.3	881.24
523	-533.61	893.26
523	-491.9	897.18
523	-493.14	910.9
524	-453.61	900.28
524	-398.14	905.42
524	-397.12	894.12
524	-400.11	893.84
524	-400.05	893.24
524	-400.65	893.19
524	-400.54	892
524	-407.1	891.39
524	-407.21	892.58
524	-407.82	892.53
524	-407.87	893.12
524	-413.88	892.57
524	-413.82	891.97
524	-414.42	891.91
524	-414.31	890.72
524	-420.87	890.11
524	-420.99	891.31
524	-421.6	891.25
524	-421.64	891.71
524	-427.79	891.14
524	-427.73	890.54
524	-428.33	890.48
524	-428.22	889.29
524	-434.78	888.69
524	-434.9	889.88
524	-435.51	889.82
524	-435.57	890.42
524	-441.57	889.86
524	-441.51	889.27
524	-442.11	889.21
524	-442	888.02
524	-448.56	887.41
524	-448.68	888.61
524	-449.29	888.55
524	-449.36	889.17
524	-452.36	888.89
524	-453.61	900.28
525	-388.17	906.3
525	-384.67	906.63
525	-384.77	907.67
525	-381.8	907.93
525	-381.7	906.9
525	-370.92	907.9
525	-371.02	908.96
525	-368.05	909.22
525	-367.95	908.18
525	-357.21	909.18
525	-357.3	910.01
525	-354.31	910.27
525	-354.23	909.18
525	-339.7	910.74
525	-340.3	917.12
525	-331.82	917.92
525	-331.19	911.19
525	-332.62	911.06
525	-331.73	901.53
525	-334.96	901.23
525	-334.76	899.11
525	-342.49	898.39
525	-342.58	899.28
525	-348.57	898.72
525	-348.49	897.86
525	-356.2	897.13
525	-356.27	898.06
525	-364.59	897.24
525	-364.51	895.18
525	-370.88	894.59
525	-371.23	896.64
525	-377.03	896.1
525	-376.92	894.03
525	-383.29	893.44
525	-383.8	896.67
525	-384.34	896.62
525	-384.2	895.43
525	-387.19	895.16
525	-388.17	906.3
526	-620.54	1015.38
526	-609.34	1016.43
526	-608.5	1009.03
526	-597.49	1010.01
526	-595.44	987.93
526	-614.29	986.27
526	-615.31	997.12
526	-619.16	1000.31
526	-620.54	1015.38
527	-617.55	965.38
527	-596.54	967.04
527	-595.16	952.13
527	-592.17	952.39
527	-590.04	929.44
527	-597.57	928.74
527	-592.62	875.89
527	-608.1	874.5
527	-617.55	965.38
528	-204.36	962.74
528	-166.39	963.69
528	-165.66	967
528	-142.43	967.12
528	-142.43	965.16
528	-127.95	965.5
528	-128.13	971.64
528	-99.64	972.5
528	-99.48	957.05
528	-102.9	956.97
528	-102.9	958.68
528	-111.36	958.76
528	-111.36	957.2
528	-125.57	957.28
528	-125.57	956.19
528	-128.21	956.12
528	-128.19	950.11
528	-133.31	950.26
528	-141.7	950.57
528	-141.7	949.02
528	-147.21	949.02
528	-147.21	950.42
528	-155.6	950.42
528	-155.91	948.94
528	-171.74	949.25
528	-172.07	947.73
528	-177.24	947.62
528	-177.76	949.07
528	-185.73	948.87
528	-185.73	946.38
528	-189.77	946.38
528	-189.98	947.62
528	-199.81	947.73
528	-199.81	946.38
528	-205.3	946.38
528	-204.36	962.74
529	-331.22	957.28
529	-316.49	957.28
529	-316.49	950.9
529	-313.3	951.14
529	-313.3	957.77
529	-301.28	957.52
529	-301.04	951.39
529	-297.6	951.14
529	-297.6	958.01
529	-285.33	958.01
529	-285.09	950.41
529	-281.9	950.41
529	-281.41	958.26
529	-270.12	958.99
529	-269.87	953.6
529	-267.42	954.09
529	-267.66	961.94
529	-239.2	963.17
529	-238.46	958.75
529	-235.03	958.5
529	-235.03	963.9
529	-221.29	963.9
529	-221.29	947.71
529	-233.07	947.22
529	-232.82	945.5
529	-240.92	945.5
529	-241.41	946.97
529	-248.03	946.97
529	-247.79	945.5
529	-256.38	945.5
529	-256.38	946.48
529	-267.42	946.24
529	-267.91	941.82
529	-276.01	941.57
529	-276.01	942.8
529	-280.42	942.8
529	-280.42	940.35
529	-287.05	939.86
529	-287.05	941.82
529	-296.13	941.82
529	-296.13	939.86
529	-302.02	939.61
529	-302.26	941.33
529	-311.34	941.33
529	-311.59	939.61
529	-318.46	939.61
529	-318.46	941.57
529	-325.82	940.84
529	-326.31	939.36
529	-331.46	939.86
529	-331.22	957.28
530	-301.37	1004.89
530	-270.82	1005.63
530	-270.82	1010.41
530	-257.01	1010.78
530	-257.01	1005.63
530	-254.44	1005.81
530	-254.44	1010.96
530	-242.11	1010.96
530	-242.29	1005.63
530	-239.16	1006.36
530	-239.16	1012.07
530	-223.34	1012.8
530	-223.7	1007.28
530	-226.47	1007.28
530	-226.28	1002.13
530	-223.52	1002.31
530	-223.15	994.4
530	-230.88	994.59
530	-231.25	996.24
530	-237.14	996.06
530	-236.77	994.03
530	-261.06	994.03
530	-261.43	995.14
530	-265.11	995.32
530	-265.3	993.48
530	-271.19	993.48
530	-271.19	988.7
530	-275.79	988.7
530	-275.97	990.72
530	-281.31	990.72
530	-281.49	988.51
530	-301.73	988.14
530	-301.37	1004.89
531	-375.03	990.5
531	-375.03	1006.88
531	-361.22	1007.8
531	-361.22	1003.38
531	-358.65	1003.38
531	-358.65	1007.61
531	-344.84	1007.61
531	-344.66	1001.72
531	-341.16	1002.09
531	-341.16	1003.75
531	-329.75	1003.57
531	-329.75	1000.8
531	-326.63	1000.99
531	-326.63	1003.57
531	-314.11	1003.75
531	-313.93	1000.25
531	-312.09	999.88
531	-312.46	987.55
531	-343.92	986.08
531	-343.92	991.6
531	-375.03	990.5
532	-393.66	1036.98
532	-393.48	1054.46
532	-379.86	1054.46
532	-380.41	1048.21
532	-376.73	1048.39
532	-376.74	1052.11
532	-361.42	1052.25
532	-361.15	1061.22
532	-348.58	1061.22
532	-348.45	1053.35
532	-346.1	1053.49
532	-346.1	1062.6
532	-316.01	1063.43
532	-315.6	1045.21
532	-327.05	1045.62
532	-361.56	1044.24
532	-362.39	1036.79
532	-365.98	1036.93
532	-365.98	1038.86
532	-371.77	1038.58
532	-372.05	1036.93
532	-382.68	1037.07
532	-382.68	1039.27
532	-387.51	1039
532	-387.65	1036.79
532	-393.66	1036.98
533	-410.82	1083.29
533	-411.8	1101.7
533	-403.21	1102.43
533	-402.72	1099.73
533	-395.85	1099.73
533	-396.34	1094.83
533	-393.4	1095.32
533	-393.64	1099.98
533	-380.15	1100.72
533	-377.45	1107.1
533	-365.18	1107.1
533	-364.69	1102.92
533	-361.99	1102.92
533	-361.99	1107.34
533	-350.46	1107.34
533	-350.46	1103.91
533	-347.02	1104.15
533	-347.27	1108.08
533	-317.33	1110.04
533	-316.35	1093.84
533	-338.19	1091.64
533	-378.43	1090.16
533	-378.43	1084.52
533	-410.82	1083.29
534	-306.54	1100.72
534	-305.06	1116.42
534	-292.79	1116.91
534	-292.79	1112
534	-290.34	1111.51
534	-290.34	1116.17
534	-237.09	1118.63
534	-237.09	1121.82
534	-227.77	1122.55
534	-228.26	1114.21
534	-230.71	1114.7
534	-230.96	1110.53
534	-227.52	1110.53
534	-227.77	1102.68
534	-306.54	1100.72
535	-288.62	1052.19
535	-288.44	1070.6
535	-274.08	1070.6
535	-274.64	1066.36
535	-272.06	1066.73
535	-271.88	1070.41
535	-255.5	1070.41
535	-255.13	1071.52
535	-225.68	1071.88
535	-226.05	1055.69
535	-237.09	1055.69
535	-237.46	1054.4
535	-244.27	1054.58
535	-244.46	1055.87
535	-254.58	1055.32
535	-254.21	1052.74
535	-259.18	1052.74
535	-258.99	1054.77
535	-268.38	1054.58
535	-268.38	1052.38
535	-288.62	1052.19
536	-209.63	1104.04
536	-209.87	1112.38
536	-208.89	1115.57
536	-211.59	1116.31
536	-211.34	1122.69
536	-194.66	1122.19
536	-194.41	1117.04
536	-192.21	1117.04
536	-191.96	1120.97
536	-163.74	1122.19
536	-163.01	1117.53
536	-161.29	1117.53
536	-161.29	1122.19
536	-133.07	1123.91
536	-133.07	1117.53
536	-130.13	1117.29
536	-129.88	1123.91
536	-113.69	1124.65
536	-113.69	1107.47
536	-118.35	1106.98
536	-117.86	1108.7
536	-127.43	1108.45
536	-127.43	1107.47
536	-135.28	1106.74
536	-136.01	1108.94
536	-140.19	1108.94
536	-140.43	1106.25
536	-152.45	1105.75
536	-152.21	1107.96
536	-172.08	1107.72
536	-172.08	1104.53
536	-209.63	1104.04
537	-102.89	1109.19
537	-103.38	1124.89
537	-90.87	1125.14
537	-90.13	1118.02
537	-86.94	1118.51
537	-86.45	1124.65
537	-74.92	1125.38
537	-74.43	1120.97
537	-70.99	1122.19
537	-71.48	1125.63
537	-59.46	1125.63
537	-58.72	1122.44
537	-56.02	1122.69
537	-56.02	1125.88
537	-43.51	1126.86
537	-43.51	1123.18
537	-40.07	1123.42
537	-40.81	1126.61
537	-27.8	1127.59
537	-27.31	1122.44
537	-24.37	1122.19
537	-23.63	1127.35
537	-12.35	1127.59
537	-10.63	1112.63
537	-38.6	1111.4
537	-39.09	1109.44
537	-44.49	1109.19
537	-44.49	1111.89
537	-51.61	1112.13
537	-51.61	1109.68
537	-62.89	1109.68
537	-63.38	1111.89
537	-68.78	1111.4
537	-69.03	1108.7
537	-78.6	1108.45
537	-78.35	1110.66
537	-83.5	1110.66
537	-83.5	1108.94
537	-102.89	1109.19
538	-109.4	1066.86
538	-111.36	1067.19
538	-111.04	1077
538	-34.48	1079.62
538	-34.15	1069.8
538	-37.1	1069.48
538	-37.1	1063.26
538	-51.49	1062.28
538	-51.16	1064.9
538	-55.75	1065.22
538	-55.42	1062.61
538	-70.47	1061.3
538	-71.45	1066.86
538	-74.72	1067.19
538	-74.39	1061.3
538	-89.12	1061.62
538	-89.44	1063.92
538	-94.02	1063.92
538	-94.02	1061.62
538	-97.95	1060.64
538	-108.42	1060.32
538	-109.4	1066.86
539	-125.6	1002.08
539	-125.35	1019.01
539	-112.1	1018.77
539	-112.1	1013.86
539	-109.16	1014.35
539	-108.66	1018.52
539	-96.89	1018.52
539	-96.89	1014.1
539	-94.19	1014.35
539	-94.19	1018.52
539	-88.05	1019.01
539	-87.81	1020.73
539	-77.99	1021.47
539	-78.73	1014.1
539	-80.94	1014.1
539	-80.94	1006.25
539	-77.26	1005.52
539	-77.26	1003.31
539	-85.35	1003.55
539	-85.11	1005.27
539	-90.51	1005.02
539	-90.51	1002.57
539	-125.6	1002.08
540	-201.52	1013.58
540	-185.81	1013.34
540	-185.81	1006.71
540	-183.11	1006.47
540	-183.11	1012.6
540	-169.13	1013.09
540	-169.13	1009.41
540	-166.43	1008.92
540	-166.43	1011.37
540	-153.67	1011.13
540	-153.67	1006.71
540	-150.73	1006.47
540	-150.97	1011.13
540	-145.82	1011.37
540	-145.57	1012.85
540	-135.51	1013.09
540	-135.76	1007.2
540	-138.7	1007.2
540	-137.97	1004.01
540	-135.27	1003.03
540	-135.02	994.44
540	-141.89	995.42
540	-141.89	996.65
540	-146.55	997.39
540	-146.06	994.93
540	-166.67	994.93
540	-167.66	997.39
540	-173.79	996.9
540	-173.79	1001.31
540	-177.72	1001.31
540	-177.72	997.14
540	-189.74	996.9
540	-192.44	998.12
540	-199.55	995.67
540	-199.31	1002.78
540	-199.31	1006.47
540	-201.27	1006.96
540	-201.52	1013.58
541	-202.74	1047.12
541	-202.74	1055
541	-187.04	1055
541	-185.81	1015
541	-201.52	1015
541	-204.05	1031.74
541	-205.04	1040.25
541	-202.74	1047.12
542	-202.74	1056.6
542	-203.07	1073.62
542	-190.31	1074.27
542	-190.31	1067.73
542	-186.06	1068.05
542	-186.71	1074.6
542	-174.61	1075.25
542	-174.28	1069.36
542	-170.03	1070.02
542	-170.03	1075.58
542	-159.23	1075.91
542	-159.23	1071.33
542	-155.63	1072.31
542	-156.29	1075.91
542	-141.56	1075.91
542	-140.58	1057.26
542	-143.85	1057.26
542	-144.18	1059.88
542	-154.32	1059.22
542	-154.98	1056.93
542	-177.23	1056.28
542	-180.5	1058.24
542	-187.04	1056.28
542	-202.74	1056.6
543	-453.68	769.99
543	-454.01	776.53
543	-434.71	776.53
543	-435.03	756.9
543	-448.45	755.92
543	-452.7	759.19
543	-453.68	769.99
544	-454	759.19
544	-479.53	757.88
544	-479.53	751.34
544	-504.07	750.68
544	-503.74	754.94
544	-532	754.28
544	-530	765.08
544	-505.05	766.06
544	-505.05	772.6
544	-481.16	772.93
544	-480.84	767.7
544	-455	769.99
544	-454	759.19
545	-533.51	754.28
545	-534.82	749.7
545	-548.56	748.39
545	-548.56	759.52
545	-569.5	756.57
545	-570.15	767.7
545	-532.53	769.99
545	-532.2	765.08
545	-533.51	754.28
546	-571	756.57
546	-574.73	757.23
546	-574.73	752.32
546	-592.4	751.67
546	-594.69	801
546	-573	803
546	-571	756.57
547	-575.91	804.05
547	-590.65	802.99
547	-590.77	812.19
547	-587.82	811.54
547	-589	824
547	-576.7	825
547	-577.68	820.04
547	-573.1	820.04
547	-570.81	816.44
547	-571.46	810.56
547	-573.75	807.61
547	-575.91	804.05
548	-589.78	825.6
548	-599.27	823.97
548	-600.91	847.2
548	-592.07	848.18
548	-591.75	845.56
548	-580.62	845.89
548	-580.95	849.49
548	-524.68	853.09
548	-524.68	850.8
548	-517.81	851.45
548	-518.13	853.41
548	-510.94	853.74
548	-509.96	846.87
548	-515.19	846.22
548	-514.54	837.06
548	-520.1	836.07
548	-519.44	827.9
548	-589.78	825.6
549	-502.31	569.88
549	-501.15	589.66
549	-469.16	591.99
549	-464.5	536.15
549	-531.97	527.42
549	-535.46	562.9
549	-502.31	569.88
550	-442.66	571.54
550	-375.92	578.95
550	-373.3	555.4
550	-439.61	549.73
550	-442.66	571.54
551	-535.95	598.25
551	-537.18	614.94
551	-530.55	615.92
551	-530.8	618.87
551	-524.91	619.6
551	-524.91	617.39
551	-482.7	620.58
551	-482.7	624.75
551	-473.87	625.74
551	-471.42	603.41
551	-535.95	598.25
552	-358.04	650.11
552	-321.72	651.09
552	-312.56	652.07
552	-310.27	612.48
552	-354.76	609.87
552	-356.4	633.1
552	-358.36	635.06
552	-358.04	650.11
553	-269.85	573.81
553	-228.3	578.39
553	-226.01	553.53
553	-266.9	550.91
553	-269.85	573.81
554	-226	572.14
554	-217.5	572.83
554	-216.19	560.73
554	-225	559.81
554	-226	572.14
555	-302.98	818.41
555	-309.2	853.42
555	-292.19	856.69
555	-291.2	849.17
555	-288.91	849.82
555	-284.66	821.68
555	-302.98	818.41
556	-315.74	873.05
556	-309.2	874.69
556	-306.91	864.54
556	-281.72	868.14
556	-282.37	864.22
556	-312.8	857.35
556	-315.74	873.05
557	-251.73	860.94
557	-215.71	864.48
557	-213.34	851.35
557	-249.11	845.24
557	-251.73	860.94
558	282.37	28.93
558	354.68	32.63
558	319.95	-7.51
558	282.37	28.93
559	370.05	31.21
559	372.12	-42.82
559	355.61	-54.5
559	281.88	-57.34
559	317.96	-20.61
559	325.36	-24.59
559	335.32	-20.89
559	339.59	-11.21
559	337.03	-3.52
559	370.05	31.21
560	295.71	-33.54
560	286.6	-19.12
560	286.6	-2.04
560	294.19	8.59
560	316.2	-10.77
560	295.71	-33.54
561	492.02	-131.51
561	491.41	-116.41
561	509.02	-115.65
561	509.42	-124.94
561	518.88	-124.54
561	518.81	-122.73
561	524.37	-122.45
561	522.98	-97.86
561	525.18	-97.73
561	524.76	-88.99
561	525.72	-85.51
561	526.8	-82.62
561	528.59	-79.5
561	530.39	-77.58
561	532.79	-75.42
561	535.3	-73.86
561	538.78	-72.42
561	543.09	-71.69
561	546.8	-71.82
561	551.24	-73.02
561	554.83	-74.7
561	558.31	-77.58
561	559.86	-79.62
561	561.66	-82.38
561	562.74	-84.79
561	563.82	-88.87
561	564.27	-96.95
561	566.18	-97.01
561	567.23	-120.55
561	572.71	-120.38
561	572.77	-121.9
561	582.35	-121.49
561	581.96	-112.47
561	599.64	-111.7
561	600.21	-126.76
561	600.62	-135.38
561	601.15	-146.42
561	583.47	-147.19
561	583.07	-138.1
