OBJECTID	POINT_X	POINT_Y
425	-142.65	-1023.22
425	-142.65	-1030.35
425	-158.3	-1030.52
425	-158.3	-1024.61
425	-161.08	-1024.78
425	-160.83	-1012.5
426	73.09	-265.76
426	98.99	-265.89
426	99.11	-263
426	136.21	-263.37
426	136.33	-272.05
426	143.62	-272.05
426	143.75	-299.21
426	111.18	-299.08
426	111.06	-278.84
426	103.77	-278.84
426	103.77	-286.26
426	73.09	-286.26
426	72.96	-281.23
426	98.99	-281.1
426	98.99	-272.93
426	73.09	-272.93
426	73.09	-265.76
427	86.23	-386.45
427	154.28	-393.11
427	154.19	-407.91
427	86.23	-400.76
427	86.23	-386.45
428	83.35	-426.19
428	148.47	-431.26
428	148.7	-426.79
428	157.64	-427.01
428	157.64	-433.5
428	154.58	-433.65
428	154.58	-446.46
428	83.35	-440.5
428	83.35	-426.19
429	77.61	-469.26
429	151.57	-469.04
429	151.6	-465.68
429	160.77	-465.68
429	160.77	-484.01
429	77.61	-483.79
429	77.61	-469.26
430	77.7	-511.56
430	168.73	-509.55
430	168.73	-524.47
430	77.7	-524.8
430	77.7	-511.56
431	2.69	-524.86
431	20.29	-524.86
431	20.29	-519.33
431	42.59	-519.33
431	42.59	-516.31
431	57.18	-516.31
431	57.18	-531.57
431	41.08	-531.57
431	41.42	-533.91
431	29.35	-533.91
431	29.35	-536.6
431	15.43	-536.6
431	15.77	-539.61
431	6.04	-539.78
431	5.37	-531.57
431	2.69	-531.4
431	2.69	-524.86
432	-36.88	-537.27
432	-23.3	-537.1
432	-23.3	-533.58
432	-10.05	-533.58
432	-10.05	-549
432	-36.88	-549
432	-36.88	-537.27
433	-42.74	-505.58
433	-27.32	-505.08
433	-27.32	-502.06
433	-14.58	-502.06
433	-14.58	-514.13
433	-24.8	-514.13
433	-24.8	-517.99
433	-42.74	-517.99
433	-42.74	-505.58
434	-47.44	-469.54
434	-31.51	-469.54
434	-31.68	-466.69
434	-19.44	-466.35
434	-19.44	-477.42
434	-28.16	-477.42
434	-28.16	-482.11
434	-47.44	-482.11
434	-47.44	-469.54
435	-45.58	-421.74
435	-19.14	-421.59
435	-18.92	-433.47
435	-45.58	-433.47
435	-45.58	-421.74
436	-42.06	-386.04
436	-14.62	-385.95
436	-14.52	-397.26
436	-42.06	-397.26
436	-42.06	-386.04
437	-1.16	-378.65
437	33.04	-378.65
437	33.04	-383.18
437	67.62	-383.18
437	67.74	-399.02
437	37.44	-398.77
437	37.44	-392.74
437	-1.04	-392.74
437	-1.16	-378.65
438	-4.18	-420.15
438	29.89	-420.27
438	29.89	-424.92
438	65.1	-424.92
438	65.1	-437.75
438	28.39	-437.75
438	28.39	-433.85
438	-4.18	-433.85
438	-4.18	-420.15
439	-1.92	-482.13
439	20.59	-482.13
439	20.59	-474.97
439	42.59	-474.97
439	42.59	-468.56
439	62.21	-468.56
439	62.21	-486.54
439	38.82	-486.54
439	38.82	-491.19
439	21.34	-491.19
439	21.34	-496.72
439	-1.92	-496.72
439	-1.92	-482.13
440	40.79	-561.81
440	83.71	-561.81
440	83.71	-574.71
440	40.79	-574.71
440	40.79	-561.81
441	96.62	-552.78
441	137.81	-552.82
441	137.64	-549.47
441	159.6	-549.47
441	159.27	-561.21
441	130.6	-561.21
441	130.6	-562.88
441	96.62	-562.84
441	96.62	-552.78
442	97.74	-590.21
442	144.18	-590.21
442	144.18	-587.7
442	162.62	-587.7
442	162.62	-598.59
442	136.97	-598.59
442	136.97	-601.11
442	97.74	-601.11
442	97.74	-590.21
443	104.59	-628.73
443	146.91	-628.73
443	146.91	-621.87
443	185.36	-621.87
443	185.36	-632.6
443	147.51	-633.49
443	147.51	-640.35
443	104.59	-640.35
443	104.59	-628.73
444	109.66	-667.17
444	134.93	-667.06
444	134.93	-663.54
444	157.06	-663.54
444	157.06	-660.19
444	189.08	-660.19
444	189.08	-673.6
444	160.25	-673.43
444	160.25	-676.78
444	127.05	-676.78
444	127.05	-679.3
444	109.62	-679.3
444	109.66	-667.17
445	111.41	-703.45
445	162.71	-703.12
445	162.71	-697.75
445	191.88	-697.75
445	191.88	-710.83
445	161.54	-710.83
445	161.54	-714.18
445	129.85	-714.18
445	129.85	-716.36
445	111.41	-716.36
445	111.41	-703.45
446	-213.91	-323.86
446	-201.14	-323.89
446	-201.14	-326.78
446	-183.16	-326.78
446	-183.16	-339.36
446	-186.8	-339.36
446	-186.8	-349.04
446	-197.62	-349.04
446	-197.62	-343
446	-215.22	-343
446	-215.22	-337.22
446	-213.91	-337.28
446	-213.91	-323.86
447	-218.03	-396.13
447	-210.64	-396.15
447	-210.64	-401.9
447	-204.61	-401.9
447	-204.61	-397.19
447	-187.54	-397.19
447	-187.54	-412.09
447	-191.5	-412.09
447	-191.5	-421.23
447	-202.53	-421.23
447	-202.53	-416.24
447	-219.88	-416.24
447	-219.87	-409.71
447	-218.03	-409.71
447	-218.03	-396.13
448	-282.95	-431.51
448	-276.54	-431.51
448	-276.54	-429.15
448	-272.77	-429.15
448	-272.67	-430.66
448	-260.04	-430.66
448	-259.94	-428.96
448	-232.78	-428.96
448	-232.78	-439.24
448	-270.5	-439.24
448	-270.5	-441.88
448	-282.95	-441.88
448	-282.95	-431.51
449	-285.02	-393.86
449	-278.87	-393.85
449	-278.87	-391.94
449	-273.99	-391.94
449	-273.95	-393.48
449	-262.76	-393.48
449	-262.76	-391.09
449	-258.74	-391.09
449	-258.74	-392.73
449	-246.41	-392.73
449	-246.41	-389.46
449	-242.01	-389.46
449	-242.01	-392.48
449	-235.85	-392.48
449	-235.85	-401.91
449	-246.54	-401.91
449	-246.54	-403.16
449	-264.4	-403.16
449	-264.52	-401.91
449	-272.82	-401.91
449	-272.82	-404.04
449	-283.13	-404.04
449	-283.13	-405.43
449	-285.02	-405.43
449	-285.02	-393.86
450	-291.21	-357.72
450	-272.12	-357.5
450	-272.12	-355.34
450	-269.86	-355.34
450	-269.86	-357.13
450	-261.19	-357.13
450	-261.19	-355.34
450	-247.79	-355.34
450	-247.79	-353.73
450	-237.89	-353.73
450	-237.89	-366.65
450	-248.55	-366.65
450	-248.58	-364.89
450	-254.74	-364.89
450	-254.74	-367.41
450	-267.82	-367.41
450	-267.82	-368.54
450	-291.21	-368.54
450	-291.21	-357.72
451	-350.17	-362.31
451	-343.38	-362.28
451	-343.38	-360.14
451	-328	-360.14
451	-328	-357.59
451	-309.8	-357.5
451	-309.8	-358.53
451	-299.71	-358.53
451	-299.74	-370.52
451	-328.74	-370.52
451	-328.77	-371.84
451	-338.48	-371.84
451	-338.48	-372.88
451	-350.17	-372.88
451	-350.17	-362.31
452	-347.32	-399.38
452	-324.92	-399.39
452	-324.92	-395.71
452	-319.05	-395.71
452	-319.05	-397.12
452	-308.8	-397.12
452	-308.8	-393.8
452	-303.49	-393.8
452	-303.49	-395.21
452	-296.35	-395.21
452	-296.35	-406.04
452	-313.18	-406.04
452	-313.18	-407.95
452	-325.84	-407.95
452	-325.84	-406.39
452	-335.39	-406.39
452	-335.42	-408.6
452	-347.32	-408.6
452	-347.32	-399.38
453	-344.33	-435.53
453	-325.99	-435.65
453	-326.01	-433.8
453	-305.51	-433.8
453	-305.51	-431.91
453	-294.45	-431.91
453	-294.45	-442.85
453	-330.9	-443
453	-330.92	-446.09
453	-344.33	-446.09
453	-344.33	-435.53
454	-300.52	-464.07
454	-291.32	-463.93
454	-291.21	-460.8
454	-279.14	-460.8
454	-279.14	-474.75
454	-281.53	-474.75
454	-281.53	-478.02
454	-285.55	-478.02
454	-285.55	-481.54
454	-292.09	-481.54
454	-292.09	-486.82
454	-300.52	-486.82
454	-300.52	-464.07
455	-298.56	-502.22
455	-288.52	-502.22
455	-288.52	-497.27
455	-276.07	-497.27
455	-276.07	-513.6
455	-282.57	-513.53
455	-282.57	-518.7
455	-289.79	-518.63
455	-289.79	-515.44
455	-298.49	-515.37
455	-298.56	-502.22
456	-449.6	-382.17
456	-382.21	-382.17
456	-382.21	-391.56
456	-449.6	-391.56
456	-449.6	-382.17
457	-538.29	-390.55
457	-471.4	-386.86
457	-471.4	-395.92
457	-538.29	-399.1
457	-538.29	-390.55
458	-598.81	-393.57
458	-551.36	-391.06
458	-551.36	-401.62
458	-598.81	-403.63
458	-598.81	-393.57
459	-595.12	-446.55
459	-547.51	-443.53
459	-547.51	-453.09
459	-595.12	-456.61
459	-595.12	-446.55
460	-534.6	-441.85
460	-474.75	-439
460	-474.75	-447.89
460	-534.6	-451.41
460	-534.6	-441.85
461	-446.08	-436.49
461	-378.68	-432.47
461	-378.68	-442.02
461	-446.08	-445.71
461	-446.08	-436.49
462	-686.88	-390.77
462	-619.22	-386.9
462	-619.52	-396.44
462	-686.88	-400.01
462	-686.88	-390.77
463	-671.88	-432.47
463	-617.14	-432.57
463	-617.14	-442.7
463	-671.98	-442.7
463	-671.88	-432.47
464	-668.1	-472.21
464	-614.16	-469.52
464	-614.16	-480.85
464	-668.1	-483.53
464	-668.1	-472.21
465	-770.04	-396.5
465	-704.47	-393.23
465	-704.47	-402.46
465	-770.04	-406.04
465	-770.04	-396.5
466	-767.65	-438.23
466	-712.22	-434.65
466	-712.22	-446.57
466	-767.65	-448.96
466	-767.65	-438.23
467	-765.27	-478.47
467	-705.66	-475.49
467	-705.66	-484.43
467	-765.27	-487.11
467	-765.27	-478.47
468	-762.01	-515.75
468	-701.88	-512.62
468	-701.88	-520.89
468	-762.01	-524.91
468	-762.01	-515.75
469	-690.7	-511.95
469	-631.02	-509.04
469	-631.02	-517.31
469	-690.7	-519.55
469	-690.7	-511.95
470	-828.62	-510.38
470	-778.77	-508.59
470	-778.77	-517.53
470	-828.62	-521.33
470	-828.62	-510.38
471	-831.53	-475.51
471	-781.68	-471.71
471	-781.68	-481.77
471	-831.53	-484.23
471	-831.53	-475.51
472	-845.16	-438.63
472	-783.47	-434.83
472	-783.47	-446.45
472	-845.16	-448.91
472	-845.16	-438.63
473	-847.24	-402.55
473	-786.01	-399.16
473	-786.01	-410.22
473	-847.24	-412.11
473	-847.24	-402.55
474	-897.16	-402.18
474	-884.46	-402.18
474	-884.46	-416.01
474	-897.16	-416.01
474	-897.16	-402.18
475	-878.68	-438.64
475	-865.22	-438.64
475	-865.22	-453.48
475	-878.68	-453.48
475	-878.68	-438.64
476	-856.55	-476.36
476	-843.22	-476.36
476	-843.22	-490.44
476	-856.55	-490.44
476	-856.55	-476.36
477	-414.26	-584.58
477	-357.29	-581.9
477	-357.33	-597.1
477	-414.26	-599.78
477	-414.26	-584.58
478	-416.63	-546.82
478	-378.37	-546.81
478	-378.41	-543.47
478	-360.75	-543.47
478	-360.75	-560.9
478	-416.63	-563.36
478	-416.63	-546.82
479	-418.83	-510.79
479	-383.04	-510.8
479	-383.04	-505.77
479	-374.99	-505.77
479	-375.02	-507.43
479	-363.17	-507.43
479	-363.17	-523.75
479	-418.83	-527.78
479	-418.83	-510.79
480	-433.58	-482.51
480	-376	-479.62
480	-376	-489.3
480	-433.58	-491.19
480	-433.58	-482.51
481	-521.9	-489.1
481	-462.17	-484.7
481	-462.17	-494.88
481	-521.77	-498.4
481	-521.9	-489.1
482	-529.69	-518.14
482	-473.61	-514.75
482	-473.61	-532.1
482	-529.69	-534.74
482	-529.69	-518.14
483	-526.52	-554.71
483	-470.86	-552.69
483	-470.86	-568.12
483	-526.52	-569.96
483	-526.52	-554.71
484	-524.68	-592.76
484	-512.1	-591.92
484	-512.1	-586.56
484	-507.41	-586.56
484	-507.41	-591.42
484	-486.12	-589.74
484	-486.29	-585.72
484	-481.59	-585.55
484	-481.59	-588.91
484	-467.84	-588.4
484	-467.84	-604.16
484	-524.68	-606.68
484	-524.68	-592.76
485	-168.37	-465.01
485	-121.87	-467.92
485	-121.87	-478.65
485	-156.07	-478.65
485	-156.07	-490.72
485	-168.37	-490.72
485	-168.37	-465.01
486	-84.09	-425
486	-68.22	-425
486	-68.22	-455.4
486	-84.09	-455.4
486	-84.09	-425
487	-132.6	-376.27
487	-125.72	-376.25
487	-125.72	-388.79
487	-124.12	-388.79
487	-124.11	-394.6
487	-115.84	-394.6
487	-115.84	-408.46
487	-163.45	-405.33
487	-163.45	-391.25
487	-132.6	-392.14
487	-132.6	-376.27
488	-122	-376.25
488	-122	-373.51
488	-88.85	-375.68
488	-88.85	-390.96
488	-122	-388.79
488	-122	-376.25
489	-180.91	684
489	-163.26	685.24
489	-163.13	683.49
489	-158.1	683.81
489	-156.19	656.33
489	-168.95	655.44
489	-170.1	671.94
489	-180.02	671.25
489	-180.32	675.62
489	-181.34	675.55
489	-182.2	676.2
489	-182.39	678.76
489	-181.75	679.55
489	-180.78	679.63
489	-180.91	684
490	-175.85	639.76
490	-172.56	640
490	-172.65	641.7
490	-155.54	642.89
490	-155.45	641.21
490	-152.16	641.39
490	-151.22	627.46
490	-154.46	627.2
490	-154.35	625.53
490	-171.46	624.34
490	-171.57	626.01
490	-174.82	625.82
490	-175.2	630.85
490	-175.9	630.83
490	-176.73	631.53
490	-176.89	633.82
490	-176.16	634.65
490	-175.46	634.74
490	-175.85	639.76
491	-175.8	599.34
491	-172.6	599.56
491	-172.7	601.21
491	-155.59	602.39
491	-155.48	600.75
491	-152.15	600.93
491	-151.22	587
491	-154.48	586.76
491	-154.36	585.06
491	-171.47	583.87
491	-171.6	585.56
491	-174.78	585.36
491	-175.2	590.4
491	-175.9	590.35
491	-176.78	591
491	-176.94	593.35
491	-176.23	594.2
491	-175.53	594.25
491	-175.8	599.34
492	-175.94	558.84
492	-172.6	559.06
492	-172.75	560.77
492	-155.64	561.98
492	-155.52	560.26
492	-152.29	560.52
492	-151.32	546.58
492	-154.55	546.32
492	-154.44	544.61
492	-171.55	543.4
492	-171.67	545.04
492	-174.92	544.85
492	-175.31	549.84
492	-175.92	549.81
492	-176.88	550.6
492	-177.01	552.9
492	-176.25	553.71
492	-175.55	553.76
492	-175.94	558.84
493	-142.87	561.14
493	-139.66	561.39
493	-139.76	563.09
493	-122.66	564.33
493	-122.59	563.32
493	-119.32	563.54
493	-118.29	548.79
493	-121.56	548.57
493	-121.45	546.97
493	-138.55	545.73
493	-138.69	547.36
493	-141.89	547.15
493	-142.31	552.17
493	-142.93	552.13
493	-143.87	552.94
493	-144.01	555.21
493	-143.22	556.04
493	-142.52	556.09
493	-142.87	561.14
494	-497.37	858.49
494	-484.49	859.46
494	-484.3	857.19
494	-442.21	860.29
494	-438.82	817.15
494	-446.87	816.55
494	-446.92	817.46
494	-473.59	815.41
494	-472.62	802.79
494	-493	801.23
494	-494.54	821.62
494	-484.62	822.35
494	-485.06	828.18
494	-492.03	827.6
494	-493.19	842.2
494	-486.21	842.78
494	-486.65	848.67
494	-493.22	848.15
494	-496.8	851.24
494	-497.37	858.49
495	-543.59	672.75
495	-542.56	673.4
495	-541.54	673.72
495	-536.57	674.19
495	-534.9	673.97
495	-533.69	673.4
495	-532.38	672.34
495	-531.65	671.03
495	-531.3	669.74
495	-531.4	667.87
495	-531.89	666.6
495	-533.05	665.15
495	-534.11	664.49
495	-535.7	664.18
495	-534.63	651.01
495	-531.58	651.1
495	-530.82	651.93
495	-530.03	651.23
495	-529.17	651.28
495	-528.41	652.11
495	-527.62	651.4
495	-526.81	651.46
495	-526.05	652.29
495	-525.26	651.58
495	-524.38	651.67
495	-523.62	652.49
495	-522.83	651.79
495	-522	651.87
495	-521.24	652.69
495	-520.45	651.99
495	-519.58	652.04
495	-518.82	652.87
495	-518.03	652.16
495	-517.22	652.21
495	-516.46	653.04
495	-515.67	652.33
495	-514.82	652.42
495	-514.06	653.24
495	-513.27	652.54
495	-512.44	652.6
495	-511.68	653.43
495	-510.89	652.73
495	-510.15	652.74
495	-509.39	653.56
495	-508.6	652.86
495	-503.6	653.25
495	-504.61	666.12
495	-492.25	667.03
495	-492.43	669.46
495	-482.57	670.24
495	-482.32	666.88
495	-483.27	666.81
495	-483.23	666.27
495	-482.33	665.93
495	-481.61	665.31
495	-481.25	664.48
495	-481.05	663.71
495	-481.36	662.63
495	-482.08	661.7
495	-482.85	661.33
495	-482.86	660.78
495	-481.86	660.83
495	-480.64	645.06
495	-495.31	643.92
495	-495.39	644.93
495	-498.25	644.82
495	-498.16	643.69
495	-547.08	639.89
495	-547.67	647.41
495	-546.14	647.53
495	-546.33	649.17
495	-546.9	649.11
495	-547.42	649.37
495	-547.93	649.73
495	-548.29	650.19
495	-548.55	650.81
495	-548.6	651.48
495	-548.5	652.1
495	-548.14	652.57
495	-547.68	652.98
495	-547.11	653.34
495	-546.65	653.5
495	-546.63	655.67
495	-546.44	657.92
495	-546.12	659.92
495	-545.67	661.9
495	-544.53	661.45
495	-542.75	661.62
495	-543.59	672.75
496	-466.18	623.95
496	-459.25	624.49
496	-459.39	629.1
496	-394.34	634.19
496	-393.28	620.76
496	-424.44	618.29
496	-424.34	619.78
496	-427.07	619.62
496	-427.17	618.13
496	-457.96	615.69
496	-457.77	613.29
496	-465.32	612.73
496	-466.18	623.95
497	-585.28	626.5
497	-574.56	627.43
497	-574.73	629.18
497	-569.64	629.67
497	-569.07	623.73
497	-566.62	623.95
497	-566.07	618.3
497	-563.72	618.54
497	-563.32	612.85
497	-560.83	613.07
497	-560.46	612.9
497	-560.3	612.44
497	-560.25	611.87
497	-560.51	611.4
497	-561.13	610.94
497	-561.69	610.73
497	-562.77	610.58
497	-569.37	609.94
497	-570.24	610.32
497	-571.12	612.17
497	-583.8	611.07
497	-585.28	626.5
498	-562.33	606.51
498	-562.19	605.05
498	-559.78	605.28
498	-559.14	605.26
498	-558.68	605.03
498	-558.34	604.62
498	-558.08	604.16
498	-557.99	603.76
498	-557.06	593.37
498	-557.25	592.91
498	-557.59	592.48
498	-557.97	592.19
498	-558.22	591.99
498	-558.42	591.9
498	-560.87	591.64
498	-560.73	590.18
498	-573.07	589.03
498	-581.14	588.22
498	-582.74	604.55
498	-562.33	606.51
499	-578.72	569.81
499	-548.48	572.67
499	-547.93	566.92
499	-548.13	566.91
499	-548.02	565.75
499	-547.78	565.77
499	-547.23	560.03
499	-560.41	558.73
499	-560.15	556.11
499	-556.57	555.02
499	-555.95	548.39
499	-559.27	546.61
499	-559.01	543.98
499	-547.34	545.04
499	-545.86	529.52
499	-574.55	526.81
499	-576.05	542.4
499	-565.93	543.32
499	-566.08	545.95
499	-569.67	547.05
499	-570.29	553.67
499	-566.97	555.46
499	-567.22	558.02
499	-577.46	557.03
499	-578.03	562.99
499	-577.72	563.02
499	-577.84	564.18
499	-578.18	564.15
499	-578.72	569.81
500	-276.98	648.93
500	-273.55	649.27
500	-273.63	650.45
500	-270.98	650.68
500	-270.89	649.5
500	-264.58	650.1
500	-264.7	651.29
500	-262.03	651.52
500	-261.93	650.35
500	-255.62	650.95
500	-255.74	652.11
500	-253.04	652.34
500	-252.92	651.21
500	-246.68	651.78
500	-246.78	652.94
500	-244.07	653.17
500	-243.97	652.03
500	-240.61	652.38
500	-240.4	650.32
500	-236.96	650.65
500	-237.06	651.86
500	-234.55	652.14
500	-234.44	650.92
500	-228.03	651.49
500	-228.14	652.68
500	-225.45	652.93
500	-225.34	651.73
500	-219.53	652.28
500	-219.63	653.47
500	-216.56	653.77
500	-216.73	655.85
500	-217.33	655.79
500	-217.67	659.2
500	-218.86	659.13
500	-219.09	661.74
500	-217.92	661.85
500	-218.22	665.17
500	-217.62	665.21
500	-217.9	668.56
500	-209.19	669.41
500	-208.62	663.51
500	-208.05	663.56
500	-207.72	659.91
500	-208.33	659.85
500	-207.73	653.21
500	-213.03	652.71
500	-212.33	645.2
500	-213.64	645.05
500	-213.26	640.85
500	-220.09	640.25
500	-220.49	644.49
500	-222.61	644.32
500	-222.26	640.07
500	-229.03	639.5
500	-229.41	643.72
500	-231.55	643.53
500	-231.18	639.3
500	-238.07	638.72
500	-238.43	643.78
500	-239.77	643.68
500	-239.85	644.85
500	-241.2	644.72
500	-240.83	640.49
500	-247.68	639.87
500	-248.06	644.12
500	-250.17	643.92
500	-249.79	639.7
500	-256.73	639.07
500	-257.11	643.3
500	-259.11	643.12
500	-258.72	638.91
500	-265.65	638.28
500	-266.01	642.51
500	-268.11	642.34
500	-267.72	638.09
500	-274.59	637.49
500	-274.97	641.5
500	-276.26	641.36
500	-276.98	648.93
501	-272.9	605.82
501	-269.56	606.13
501	-269.67	607.3
501	-266.95	607.55
501	-266.84	606.38
501	-260.59	606.96
501	-260.7	608.15
501	-257.98	608.38
501	-257.87	607.21
501	-251.64	607.79
501	-251.75	608.95
501	-249.03	609.24
501	-248.92	608.05
501	-245.48	608.4
501	-245.35	606.45
501	-241.94	606.76
501	-242.04	607.89
501	-239.37	608.12
501	-239.27	607
501	-233	607.57
501	-233.1	608.72
501	-230.4	608.97
501	-230.3	607.82
501	-224.05	608.38
501	-224.15	609.55
501	-221.44	609.78
501	-221.34	608.63
501	-218.57	608.88
501	-218.87	612.16
501	-220.04	612.05
501	-220.31	614.77
501	-219.12	614.88
501	-219.42	618.24
501	-218.82	618.29
501	-219.15	621.59
501	-210.44	622.31
501	-209.9	616.6
501	-209.16	616.67
501	-208.84	613.09
501	-209.4	613.04
501	-208.81	606.36
501	-217.47	605.5
501	-217.03	601.45
501	-218.43	601.24
501	-218.04	596.99
501	-224.9	596.36
501	-225.31	600.6
501	-227.43	600.39
501	-227.02	596.15
501	-233.82	595.51
501	-234.22	599.75
501	-236.4	599.55
501	-236	595.31
501	-242.8	594.67
501	-243.2	598.91
501	-244.5	598.75
501	-244.7	600.79
501	-246.08	600.66
501	-245.66	596.42
501	-252.45	595.74
501	-252.84	599.98
501	-254.94	599.81
501	-254.56	595.56
501	-261.43	594.92
501	-261.81	599.17
501	-263.91	598.98
501	-263.51	594.74
501	-270.41	594.02
501	-270.86	598.26
501	-272.15	598.14
501	-272.9	605.82
502	-281.22	695.54
502	-277.86	695.87
502	-277.97	697.09
502	-275.28	697.35
502	-275.17	696.11
502	-268.9	696.66
502	-269	697.88
502	-266.29	698.14
502	-266.18	696.91
502	-259.9	697.47
502	-260.01	698.67
502	-257.28	698.91
502	-257.18	697.71
502	-250.9	698.27
502	-251.01	699.47
502	-248.34	699.7
502	-248.23	698.51
502	-244.83	698.82
502	-244.63	696.79
502	-241.27	697.09
502	-241.38	698.31
502	-238.65	698.53
502	-238.55	697.33
502	-232.35	697.88
502	-232.45	699.07
502	-229.72	699.35
502	-229.61	698.12
502	-223.79	698.64
502	-223.9	699.84
502	-220.79	700.11
502	-220.95	702.21
502	-221.55	702.15
502	-221.86	705.47
502	-223.07	705.36
502	-223.34	708.08
502	-222.12	708.19
502	-222.43	711.52
502	-221.83	711.57
502	-222.14	714.93
502	-213.46	715.72
502	-212.91	709.93
502	-212.31	709.98
502	-212	706.33
502	-212.59	706.28
502	-212.02	699.61
502	-217.3	699.14
502	-216.65	691.66
502	-217.92	691.49
502	-217.53	687.25
502	-224.39	686.67
502	-224.75	690.91
502	-226.89	690.73
502	-226.52	686.48
502	-233.33	685.9
502	-233.69	690.15
502	-235.84	689.96
502	-235.47	685.72
502	-242.34	685.13
502	-242.72	690.19
502	-244.04	690.11
502	-244.14	691.25
502	-245.48	691.13
502	-245.11	686.89
502	-251.96	686.28
502	-252.33	690.53
502	-254.45	690.34
502	-254.07	686.1
502	-261.01	685.48
502	-261.39	689.73
502	-263.38	689.55
502	-263.01	685.31
502	-269.93	684.7
502	-270.3	688.94
502	-272.38	688.76
502	-272	684.51
502	-278.88	683.91
502	-279.27	688.16
502	-280.52	688.05
502	-281.22	695.54
503	-285.03	738.69
503	-281.62	739.05
503	-281.73	740.27
503	-279.04	740.52
503	-278.93	739.29
503	-272.64	739.84
503	-272.75	741.06
503	-270.06	741.31
503	-269.95	740.08
503	-263.71	740.63
503	-263.81	741.83
503	-261.08	742.08
503	-260.97	740.87
503	-254.74	741.42
503	-254.84	742.62
503	-252.12	742.86
503	-252.01	741.66
503	-248.64	741.96
503	-248.66	743.12
503	-245.36	743.46
503	-245.46	744.62
503	-242.78	744.9
503	-242.68	743.69
503	-236.37	744.24
503	-236.48	745.46
503	-233.8	745.68
503	-233.69	744.48
503	-227.39	745.03
503	-227.5	746.27
503	-224.83	746.5
503	-224.72	745.26
503	-221.98	745.5
503	-222.27	748.76
503	-223.43	748.66
503	-223.73	751.34
503	-222.5	751.45
503	-222.79	754.83
503	-222.2	754.91
503	-222.51	758.25
503	-213.83	759.13
503	-213.24	753.4
503	-212.72	753.44
503	-212.36	749.81
503	-212.95	749.74
503	-212.38	743.02
503	-221.02	742.14
503	-220.74	738
503	-221.91	737.85
503	-221.59	733.65
503	-228.46	733.06
503	-228.78	737.31
503	-230.94	737.14
503	-230.58	732.9
503	-237.45	732.26
503	-237.79	736.5
503	-239.91	736.36
503	-239.56	732.12
503	-246.39	731.45
503	-246.8	735.69
503	-248.14	735.56
503	-247.87	734.45
503	-249.34	734.29
503	-248.89	730.05
503	-255.82	729.45
503	-256.18	733.7
503	-258.29	733.51
503	-257.91	729.27
503	-264.79	728.65
503	-265.17	732.87
503	-267.25	732.71
503	-266.87	728.46
503	-273.74	727.85
503	-274.09	732.1
503	-276.12	731.94
503	-275.81	727.7
503	-282.69	727.03
503	-283.05	731.33
503	-284.44	731.29
503	-285.03	738.69
504	-285.32	779.2
504	-281.99	779.51
504	-282.09	780.65
504	-279.35	780.89
504	-279.25	779.75
504	-272.99	780.3
504	-273.09	781.46
504	-270.41	781.7
504	-270.31	780.54
504	-264.04	781.09
504	-264.14	782.27
504	-261.42	782.48
504	-261.32	781.33
504	-257.98	781.62
504	-258.39	785.71
504	-254.93	786.07
504	-255.04	787.26
504	-252.35	787.51
504	-252.24	786.31
504	-245.98	786.87
504	-246.08	788.04
504	-243.37	788.29
504	-243.27	787.11
504	-237.02	787.66
504	-237.12	788.81
504	-234.39	789.08
504	-234.28	787.9
504	-228.02	788.45
504	-228.13	789.65
504	-225.44	789.87
504	-225.33	788.69
504	-219.07	789.25
504	-219.17	790.42
504	-216.46	790.65
504	-216.33	789.49
504	-212.97	789.65
504	-212.38	782.35
504	-213.57	782.12
504	-213.2	777.86
504	-220.08	777.26
504	-220.42	781.5
504	-222.55	781.33
504	-222.19	777.09
504	-229.05	776.49
504	-229.44	780.73
504	-231.59	780.52
504	-231.2	776.28
504	-238.07	775.69
504	-238.45	779.93
504	-240.55	779.74
504	-240.18	775.49
504	-247.01	774.91
504	-247.39	779.15
504	-249.51	778.95
504	-249.13	774.71
504	-255.96	774.13
504	-256.32	778.37
504	-257.67	778.26
504	-257.4	777.03
504	-258.88	776.97
504	-258.21	769.67
504	-265.09	769.08
504	-265.46	773.32
504	-267.58	773.14
504	-267.2	768.89
504	-274.08	768.27
504	-274.45	772.51
504	-276.52	772.34
504	-276.17	768.1
504	-283.04	767.49
504	-283.42	771.73
504	-284.73	771.63
504	-285.32	779.2
505	-229.44	907.39
505	-223.84	908.35
505	-223.89	908.6
505	-205.48	911.79
505	-202.24	892.98
505	-220.64	889.79
505	-220.7	890.13
505	-226.31	889.16
505	-229.44	907.39
506	-201.43	908.41
506	-190.79	910.23
506	-190.87	910.72
506	-182.57	912.15
506	-176.14	875.14
506	-184.23	873.72
506	-181.42	858.06
506	-192.35	856.18
506	-201.43	908.41
507	-218.97	887.63
507	-206.78	889.86
507	-205.73	883.62
507	-217.92	881.39
507	-218.97	887.63
508	-228.27	872.21
508	-214.46	874.82
508	-213.82	871.61
508	-218.59	870.71
508	-217.89	866.77
508	-226.99	865.04
508	-228.27	872.21
509	-159.26	852.69
509	-156.74	858.14
509	-158.61	859.03
509	-156.86	862.71
509	-155.07	861.86
509	-150.13	872.01
509	-140.4	867.35
509	-149.54	848.04
509	-159.26	852.69
510	-599.7	1040.28
510	-518.03	1048.02
510	-517.04	1037.85
510	-520.47	1037.52
510	-520.35	1036.29
510	-523.66	1035.93
